Marketing_Spend,Employees,Time,Sales
25745,61,345,115058.61438861543
48082,34,96,93670.52848055447
60270,76,289,155195.64564573855
16353,87,292,127186.7430194772
30080,75,237,131705.65320208162
23788,69,361,117444.2506383025
39969,20,166,55385.60509372642
60171,99,130,169603.07038571444
65633,31,130,85320.5806877263
10659,78,310,126710.62967137802
38921,51,13,91812.34265417502
9161,18,10,29709.557710603614
20503,6,68,28714.140694214395
97539,43,270,148229.2420834842
29982,59,165,117927.99622237323
74014,90,95,177359.8810223412
99156,30,103,123645.74604574703
60910,48,349,107904.52977408169
57632,73,74,128716.94482902432
32172,42,283,99796.30656085935
80696,84,191,172414.351078265
62804,16,1,77012.7677918002
82467,21,117,110161.9586943744
68107,29,231,112189.72750580625
63926,68,3,127024.35588242854
78137,92,12,177721.70620839106
74053,15,190,74226.66408989471
75338,22,26,92011.51718695226
89295,40,92,124070.43942354906
78386,7,253,95516.5409616919
11744,87,98,117160.44619419528
93309,74,150,166188.9954951488
76784,91,287,185025.40397504767
65083,75,285,149662.18225414568
55123,13,284,63090.204871798654
77672,70,37,161749.0867415103
47285,51,53,129713.62263871502
62496,54,195,133474.877676834
82336,68,248,162373.08862754368
67396,51,343,130804.44866230212
57238,79,217,154530.98126451208
18417,71,250,129658.63769864467
95841,46,37,137828.64925670257
50129,53,175,121228.27007218201
42719,34,141,75824.66825628682
9002,12,364,43575.824469268344
7332,41,343,62396.10464235545
31149,89,34,135968.881675102
74911,12,339,91381.56038928404
99994,67,318,185818.86488439122
90808,15,25,88452.20926353642
63923,62,305,149116.08047035045
22352,38,268,79248.34500263733
66081,43,18,114507.24285947788
68778,20,37,74002.24738455881
72569,75,27,149965.45545033022
26645,8,19,43343.08197862682
30343,50,38,96833.60401685492
5645,26,179,67290.36428929126
36775,75,179,146714.01474804064
9121,17,250,53106.726644310795
68742,86,69,154534.85437478533
78648,46,287,121554.07420443787
14271,38,239,60428.200592707515
44204,17,267,63802.36643950883
30212,33,199,70825.55658421788
80828,51,103,139082.37612468086
28481,73,248,113548.60486657264
99029,99,16,200814.46807298946
71404,15,21,92565.98128518919
43682,67,284,155403.8406347714
66441,55,44,149167.61569237395
78749,64,210,148844.0307668449
64969,51,102,132339.3145572859
93275,8,229,104861.14824659686
69747,11,26,81985.76063045555
6903,91,177,126641.62388026931
40344,35,172,80945.11812383759
91534,85,232,192020.92972480773
23319,78,170,118888.45459489794
26441,90,189,130268.62206948597
81178,34,330,117217.26566548711
82312,33,257,122076.42291103626
29862,85,28,115907.53646230548
36103,47,49,84127.87836964322
16510,89,64,120689.71125312496
39691,26,257,61780.85391893865
83938,52,36,136698.12964788816
76991,52,23,113681.67283986167
45372,61,184,128867.13243035709
73309,26,233,85298.75378463465
48050,31,72,89405.08870057914
32377,91,188,148546.09408908384
63336,67,192,152396.85766653263
80312,8,111,81617.44542187
63219,94,51,159337.94481717868
99941,85,7,187333.67591102014
64229,7,246,82703.32830718055
70679,85,314,186954.11316103188
61648,44,74,104207.99571140604
30698,87,145,142846.60127893818
22083,86,332,130132.53427789605
50169,32,1,67741.01281368782
27702,19,315,53371.58226036803
46022,55,127,107606.14285295988
71543,30,93,91266.69013551457
97955,39,314,145859.62738260897
80710,84,168,172937.62353840572
12203,19,302,42488.76301712815
64772,9,261,85295.22860725588
41492,50,356,114718.92928539022
99525,28,356,131456.63798748216
97867,6,357,94550.97274787011
93519,63,78,149119.55437280834
63636,40,152,98550.14826446463
60639,49,210,116219.48425399666
45685,99,308,165177.18592330668
91429,98,180,193195.03627763473
20739,80,77,116116.71794846341
34917,41,181,86228.33308131553
25704,61,140,113353.57390095555
63521,89,277,190225.53808165976
52383,16,232,65826.29965776361
77742,39,287,124039.56152554417
93792,26,32,105515.4915394274
29307,76,53,118469.1591250413
9716,95,233,127139.09494235109
61270,31,98,86970.29100171509
23920,11,269,62281.659995616166
42871,7,285,69383.42934770248
47928,8,222,43783.00633682546
94000,92,350,204398.34613841985
18587,12,137,47384.86787811269
6195,49,198,80238.25098275655
30083,81,47,115854.12286846206
27438,77,247,128078.5512861498
25009,24,132,62957.573375105494
91679,88,107,195109.33929058322
18696,9,79,17630.011607443048
12564,50,331,83574.03617562968
8637,73,119,102114.78369206486
67759,39,31,95570.9821017778
22790,69,62,112076.37371987778
98695,19,284,108967.52562528675
76050,21,294,92384.43223556904
61924,80,304,155261.4589887823
92299,50,36,116851.38433140556
17568,65,308,88338.33726452358
98539,47,74,151038.28736772676
75847,83,94,169938.96286175723
46596,82,362,166888.88090544989
43315,95,143,178517.5491968409
22191,26,257,52119.77991180349
25908,13,181,55136.55122343278
6415,51,244,63437.56951846341
45276,89,350,152541.73322755884
52650,7,116,60115.57336026613
69427,56,69,136610.03129536824
89369,35,345,129571.01560190796
20406,17,316,51706.22988043534
34336,6,24,43855.43841913679
99957,82,159,183501.95673062254
82316,11,301,91762.00416412688
44871,33,19,78509.27514962327
17221,8,229,48705.41879326414
26116,8,12,48359.598731082144
44790,92,343,162628.65601364017
84958,25,306,106739.2558544124
46474,49,82,87891.20630317047
92019,32,21,117284.62389468454
45100,12,313,73713.3179271624
10416,46,122,82144.72543787007
20251,21,19,64955.51748250592
32074,13,17,23325.315774755913
70447,65,73,162705.94032933662
62684,88,54,156992.02801119152
82700,73,190,154017.25950397074
59822,45,134,114343.85456218981
73004,33,146,105137.73611202938
56580,80,124,137342.5513053385
60300,58,86,116774.09416469271
48655,36,314,96945.82949175796
7027,99,183,131971.67247766943
94091,99,277,211342.07653390866
16944,69,276,99256.89114964532
5315,47,193,92255.95867767661
84669,73,158,180724.0403079536
41757,80,150,156762.06032350822
29268,84,265,134037.17361027136
56011,20,309,96568.78625913861
69544,25,93,96483.6612452856
75293,37,338,113704.31686349858
45640,30,232,87901.02994378812
34967,7,220,56373.3868309639
96331,27,329,129894.17979182392
33798,93,262,142791.13023988844
66788,58,214,134651.21752647086
36461,88,294,127588.12219323039
87163,51,322,139580.30139338286
68496,40,135,103867.20499413575
96897,39,96,134685.93413066294
71247,47,32,132110.48145105806
16085,37,72,90809.14859756868
98262,9,245,99726.75502350487
78460,8,165,74989.90950663111
86085,62,310,176194.1808178946
63852,56,256,129316.44983946503
78998,76,285,169352.78113594244
7560,79,22,108353.0624631688
92059,54,76,138873.5847042109
24944,31,54,59967.595709139656
72713,14,170,91746.79274310473
65161,66,174,156501.37451964975
25098,24,249,74633.10313856072
32475,36,284,73123.20140468312
47736,52,90,120586.12908716923
26416,95,252,151942.6047736169
84656,53,49,119829.20130144591
7948,86,167,119837.95800521389
7520,30,92,45975.30377044509
77805,39,116,107087.370936263
97497,32,224,124328.65456025215
67976,69,226,145588.79275001344
18336,30,56,64427.55040859894
65112,62,224,121446.25906574648
19020,10,291,46558.99254577279
97816,54,249,163621.17835781528
69566,53,152,123614.17886736871
21746,62,280,116396.64295426445
72792,50,30,116918.45000527882
98248,93,155,194550.53401969318
83372,85,158,148466.8535382234
30711,94,283,157945.8799147508
9358,25,109,48914.98918567607
16339,29,134,54703.39162872144
37039,67,7,122822.96490854217
26245,87,341,141955.97484003092
22259,70,258,110581.4938067811
66086,39,195,109228.1962547286
60107,84,240,170746.04236004388
77665,84,143,171789.8382358799
58003,37,35,73546.35406909104
53789,54,213,117669.54926136468
45573,28,273,54192.25953615611
60808,99,326,193428.40319364643
46588,27,143,65410.354856338505
81747,85,12,177226.07150675057
86164,41,161,127483.48246172375
31300,67,198,119926.04124974998
52092,60,170,131902.00789249374
88048,67,161,151432.12215191388
91481,23,13,104655.17823822191
91944,25,194,112010.84273885816
53408,43,18,88457.71251666549
90847,87,114,186251.55853567366
70124,76,209,160322.94506739933
40609,30,354,92541.5793097548
16139,55,264,96374.78256224608
43245,64,312,131317.67603168354
55160,86,207,156627.2919817806
88146,82,95,166611.02315933036
55787,86,30,143935.48995315516
33952,96,154,139256.46390999318
69403,10,148,78383.79619044771
84104,11,24,80867.43997902631
95435,64,60,152094.60579931122
82538,65,296,146399.94127930928
12529,9,16,31751.34576113465
88605,95,58,180907.99658120458
53478,12,68,59284.31778783891
67525,37,354,113980.38321465891
74248,61,67,108914.15309947035
70091,16,125,78003.6759474146
44826,41,195,86883.2148152378
62885,19,319,97867.00422105877
24328,21,294,49520.96547740997
88247,41,321,141931.64829925052
10906,55,268,94450.74989771603
34107,33,211,71818.37361464655
56412,7,227,59555.34831987152
88349,79,242,154477.77387205427
14153,30,197,71589.5249400037
51213,49,43,108316.21590081332
36679,10,307,54268.262492828995
94306,92,138,186133.63821888037
89388,58,229,130128.35563415455
24612,92,292,151741.58924644694
35907,23,227,69296.15898248224
58551,17,345,92050.096797686
85984,61,177,154045.40806938714
8966,77,251,104862.00380423201
59433,87,127,171027.18014351407
26401,89,223,137143.7865353795
26539,61,356,115957.40117951944
39018,50,211,107097.93100325197
64542,16,263,82147.63060257
75224,33,151,123496.65228928385
68534,69,319,148074.4033120836
90993,53,42,153780.79340129628
41555,8,11,38706.95053402746
15470,81,355,123252.03396309626
43426,91,45,158742.2673723504
79729,32,207,133142.01132808562
57924,54,267,115035.29130665524
63954,16,308,75603.24018926745
92613,87,83,174609.25085198728
41759,22,316,78040.31985393865
79831,98,304,196022.59639009726
19735,10,284,48968.41313635045
52011,72,185,128261.29662554363
73568,80,199,165466.45532403834
41671,27,246,76356.03213515884
30836,32,160,68616.28887382644
91814,79,184,179619.688362793
92438,96,257,204175.29244532392
65854,44,61,126186.0374802115
56488,52,225,123506.4097651331
41091,38,304,100887.38230766349
12120,89,140,139902.57782536146
12859,96,285,146620.38455303217
35611,66,289,114261.2021536176
50477,62,289,133638.05586127672
11786,38,278,59058.832806021324
26185,61,124,76497.13585494978
74245,33,70,112092.89196379176
89690,94,95,166937.11740820485
68906,81,249,150336.93564273507
91395,56,212,138580.12939880826
74745,87,80,161580.4126298491
93915,12,139,95920.8829677763
85382,97,229,180409.12127596236
23003,20,229,55173.16211623765
95962,96,92,210117.19253691123
96087,34,191,131283.66088571222
89436,91,6,186396.76995007892
82916,97,300,200932.01057770304
14707,88,37,127503.03981814139
29379,85,102,130215.22748109348
55277,30,93,69824.2465939991
95604,61,193,161508.46446396943
77442,43,326,114540.61294913283
86431,37,240,135225.67579924426
59756,82,155,145514.84441846085
89956,35,362,131173.16474811052
85748,84,271,182180.53021990132
84859,25,334,118087.76446874654
66579,54,5,110508.94956698608
77884,87,339,185485.9511742697
71111,10,110,74649.77119421301
44939,64,65,108740.65024426093
20748,91,111,133982.40130410442
73879,94,41,181389.51569270305
47115,77,353,153682.22553301853
67023,17,95,88875.63152452612
95927,62,103,149027.80273005622
92943,48,253,126713.14665929125
64984,83,237,158799.95912314716
47495,36,128,86282.79467786303
45747,63,283,118792.83975523584
79690,85,189,183109.171274055
65378,49,41,123664.46999871345
26555,59,60,126969.77942606159
31623,97,64,136415.07925598617
42309,53,157,116379.2673083153
90780,65,363,186283.21724523345
55666,44,358,111908.606438653
98463,86,109,187819.29864415777
6067,38,195,52269.29118356204
22265,93,299,136353.37998734205
77445,16,2,73720.35521027158
26416,19,9,46253.29934489166
84772,92,189,183058.12912843554
57791,13,231,81729.67287470122
31125,24,48,67150.86566437825
81465,93,212,193872.49167045858
58709,92,14,159590.52929976204
46060,53,86,114326.08734507104
36411,94,283,150067.92988417932
85855,18,207,95418.98893136368
57684,9,282,88615.50231463663
40584,52,271,127896.24526584825
76947,61,351,161314.30516142116
36602,97,260,163013.81804284616
77740,64,227,152007.4624532191
23899,76,352,126507.88527531942
95053,85,292,182259.19960068265
74588,47,306,124896.51074155416
54410,90,32,174074.65666521253
62852,86,123,167491.7023928399
43554,95,334,169102.24474716547
17013,68,98,84826.28285268118
50364,6,244,58117.53538195213
52213,5,293,87476.20127739022
41494,68,279,129689.19876516465
5678,76,342,104930.7712371688
35352,89,244,149147.96516735625
50797,28,108,84831.84643159434
14098,6,1,16644.264798457312
13459,63,254,113127.01062212151
43894,96,127,150677.80505424677
98215,38,228,143082.57800568975
83763,60,306,141831.6703124982
75442,80,270,174419.77389112156
12898,9,58,27348.720876594234
55352,59,209,143681.49172642472
52207,40,253,106215.89876533706
38884,76,254,134591.14580409732
76880,98,143,176623.40871497267
32366,59,315,110391.85913644037
15836,14,91,36284.941386000144
22442,89,256,133112.1703662201
61436,50,121,120401.8711905901
45920,56,239,108633.21642631872
17686,66,209,108569.0502492446
48604,8,130,46578.12526116936
15356,60,89,76928.23044660153
46163,15,328,72591.49296911518
32793,90,266,121975.69329373249
7491,54,156,82716.45076789957
91742,65,122,150231.31096243177
64382,27,186,86056.05918316016
84464,34,250,121015.78954596024
44772,93,80,144415.5691623791
82096,92,209,196708.99916675405
12011,29,114,60628.96030521579
92620,34,52,119865.18677503166
49518,43,65,94954.78609406631
33633,84,86,133818.3044323796
9862,78,196,123008.66926373888
43118,99,188,146584.23341585914
68849,15,27,67376.70613033511
83218,77,102,175960.88825211953
50303,40,149,77873.64606671773
16703,87,75,124756.82281222362
20096,56,31,97105.3769787593
65047,9,343,73523.21426043047
84642,80,44,164023.61307431257
70891,78,359,175063.44903220388
13432,18,24,31919.803014006873
20700,24,267,53778.72895090841
61862,24,37,76450.97833013933
30196,48,190,100866.96883194058
51618,29,53,84578.90152949194
87774,45,10,131995.20677032956
64658,73,100,150251.3967764476
98312,95,143,202703.82143833183
11704,6,71,38419.56839693335
90544,16,32,83712.08637100834
20379,32,40,45729.47651768169
59598,48,134,114088.37068375759
47020,17,300,66200.47986092255
13573,89,94,128087.84054823588
27415,47,236,83792.80160215609
93102,59,190,138759.56995445996
71668,12,98,80725.92619192318
56628,68,176,137758.63164470554
57287,16,326,81683.87636702531
5944,45,27,63557.31748325989
10840,48,124,72359.89670874989
58114,15,306,84513.29875096823
44442,23,68,90805.98612379751
48489,64,143,126670.29562245245
50261,76,208,142291.75069782173
49278,31,207,99565.33820074974
38602,75,85,123330.82849233788
25134,89,87,149786.95216677355
74720,31,25,102675.53577217236
98499,18,9,89249.47397117906
77714,97,310,180893.52130140914
75704,28,32,92795.15733834296
37654,68,116,128814.48887530844
75527,96,63,177838.57007575792
13146,28,325,44061.65859393093
75826,6,349,87998.15953788713
62550,56,277,121632.8234451272
95085,99,64,189527.7369776493
85380,16,257,104801.92164271754
99418,69,199,156831.43143897536
70564,64,70,148079.85358276498
62531,62,339,150480.57277832637
88780,89,252,180558.91450406637
12934,97,296,129651.32421242747
53049,98,14,151117.4607441098
60280,46,6,97692.5860741827
90934,5,187,92723.20931378994
58404,26,9,91445.60118310121
7127,76,247,112835.65018269343
80619,17,200,84155.3321318146
67736,82,105,151105.2636177734
24091,69,200,112544.81116623669
14933,42,364,98085.6877558707
20877,68,290,130385.34669156972
39581,80,113,122970.78383659887
17519,56,278,88244.0005065105
78352,84,127,181839.82610066223
13351,92,77,115758.88081244381
20648,88,200,120621.26379082502
62548,36,227,105034.87768355543
97997,31,349,131393.70506010833
67823,65,254,155187.11459581467
49480,90,202,157963.57037399965
44017,66,123,135297.04511476916
85977,7,285,88778.62876156249
44253,85,294,156207.0487442525
79713,82,5,154189.46851328062
91967,95,263,202370.27143960848
26924,88,212,125252.5118826806
39864,99,27,151445.03764690063
17493,35,63,72349.49598546478
10337,97,79,119799.27122197153
68281,68,349,143853.17285594746
21035,46,268,97119.28495813871
93854,62,314,150923.04579392352
74318,47,294,122737.41001937528
84334,36,289,116655.74594516928
24884,34,183,72991.41603035596
14074,95,255,139525.17456746165
97885,87,59,182810.49106589865
31907,65,44,102205.99536590054
92525,32,304,121846.90189735637
13624,49,353,85241.40177485767
78425,14,228,73311.42603524879
32256,20,183,57898.68020766581
15455,35,351,69530.09804971585
16194,14,236,18625.766090530138
26622,78,42,117473.43993813112
97524,96,258,214671.15082731965
55969,16,82,65926.34250268874
78106,32,41,89091.07905140199
26487,22,306,71183.52399963992
5617,56,90,61721.56950344582
11285,32,327,64367.96113995939
38224,32,44,69507.85544283155
71036,68,90,147820.20410325975
62226,18,187,81590.993187007
33994,12,57,41978.27895465072
67439,98,40,174962.55857322205
56467,7,60,79247.97794140405
28014,78,143,124663.45680428852
75509,13,331,89397.37612615025
75310,51,94,134598.62431053852
86055,67,60,173057.26056563342
70254,44,117,101356.61897533562
52117,81,66,148648.7951411376
66594,90,118,151725.98025176377
91116,28,218,117187.38846223251
93635,75,47,169949.3048935989
55218,17,96,69456.78376122829
51390,10,103,49099.62163226202
42484,78,277,150561.2116884827
47588,55,270,110051.6087520714
18302,64,79,102626.13756632265
60760,79,249,149432.02914986963
8234,33,150,37643.37094341336
11494,20,362,54478.01885697343
64625,88,328,169732.17393603447
19239,68,74,104932.80390590057
75034,89,94,181104.62313866828
75803,59,257,143357.12302084744
60323,33,91,108991.85151776827
17546,82,125,120639.80482489037
29479,59,179,111610.64982888715
41437,64,198,126113.23216476467
58867,45,210,103629.86813629694
14657,84,120,118928.07416638135
92989,13,299,97130.57538180085
22259,10,170,48819.85365078251
33645,33,3,62657.85863106478
67674,22,209,79485.90414105389
82629,28,111,117854.95895048016
79270,55,192,137641.48473021094
74052,21,42,75348.16959088772
20032,25,143,57986.34021484269
91419,87,16,176688.7157337437
96130,66,102,150507.04597303394
45001,91,319,157371.0521140342
31004,95,44,136986.5000555753
18170,79,104,111831.7384094522
87494,94,315,204502.72088076646
22842,58,118,100378.22640477508
96611,15,322,95583.19484531459
31067,47,3,83059.7788251723
73708,90,242,182108.98898867512
56622,87,158,168463.08898435137
41195,12,317,56769.306660820286
45566,27,340,77272.57884645402
12736,57,204,93530.41439953157
53258,91,195,159949.44194128978
48475,44,155,103831.17492511035
49511,13,18,76027.86087450777
9206,28,305,62545.09192788193
24348,80,331,143373.8008615293
61057,80,84,143453.3430970827
41081,6,71,72330.7142889555
67208,74,80,157240.56322749908
29854,8,55,48327.06358330966
23032,65,28,87849.25162559438
59679,81,36,136417.89199070263
34272,68,169,131165.14183021392
40109,40,135,83271.9916082943
55670,45,63,97062.49644067448
55022,42,317,130288.12302300602
10538,86,34,107454.3034009324
49237,19,247,72932.0369200261
14533,52,287,86085.7886547795
64650,34,284,115403.25567151597
76013,67,172,158198.12919198562
14363,29,143,57266.58615931109
82800,8,209,90477.63372150832
51304,22,24,81277.90092835116
16819,49,333,100595.92005669718
17191,88,42,125213.34451931294
11499,89,149,144338.3450409591
68001,69,153,147882.68492530374
22668,77,275,121109.07181544582
13762,69,112,92788.39690802658
24248,31,259,83238.55542220449
49944,83,21,142403.08401408143
81869,92,257,197672.7949103654
18070,64,121,105787.8180518599
96392,63,178,161490.20291493658
42807,29,7,85456.60932503938
93959,38,160,132356.71655565128
53033,54,43,110463.56443608907
30212,59,248,125470.61911164495
9626,14,100,16876.477178451067
54270,98,195,168291.4993806045
45767,62,188,112733.96490138686
66505,93,193,172619.67022707514
7292,7,12,6871.791288212946
19859,90,266,145135.71834204977
35585,92,281,146399.67569572167
87343,60,347,151547.2910278127
8819,31,61,50669.90673550173
94623,94,326,190265.47841225838
6280,20,340,44985.797185349365
68480,42,49,104083.11494897859
83777,57,150,120478.4665091782
19147,72,282,113697.87618951952
90352,27,32,91406.40729117408
72165,87,343,190315.0550986292
13634,60,65,98335.37718550168
73550,83,228,168734.25023175156
15773,99,334,126208.15158775577
22881,92,147,140854.81789993143
66596,79,297,150360.7347210096
13280,57,29,82991.5024544436
64593,78,303,167144.83810323075
30555,76,111,118707.71402253037
46421,71,115,125176.62990536496
90472,23,223,93489.12532394414
32332,8,159,46791.235400896774
49588,33,14,67861.02228601162
97613,49,151,145296.6937994677
12637,25,223,44500.30563899678
95491,58,294,145038.0502027384
91416,77,208,181368.779669974
51158,56,136,123318.86625161559
58798,22,188,79108.16399098579
57135,87,128,132423.17164583618
21155,21,168,44783.23065565943
73596,48,14,137749.57430705382
51465,28,220,90978.32765543314
53081,10,193,74604.6376552014
61986,99,77,182078.09301636775
60956,31,72,84785.19357338078
45278,51,250,96296.91223654614
73486,50,179,126982.6587598908
58692,95,135,176719.80912733544
52155,95,131,160965.6940598438
94338,39,91,120843.865511867
11063,61,275,97909.96510475321
84741,16,277,90605.41400602562
49690,33,242,94230.35568192505
31507,61,300,115996.37648408714
12661,74,192,108233.8670963852
41189,59,65,111797.61155359582
18057,41,350,88163.1844784414
90776,75,132,171853.83205155833
40313,74,348,125313.22281413952
41988,57,122,117938.76822356303
17491,87,319,129018.63978663848
65159,18,105,72450.55363484922
38410,25,253,76923.85496401878
83868,82,327,176799.8390060563
67029,18,338,97525.65967971583
90838,57,2,137091.7361238019
39354,94,205,165078.74585880872
89329,71,303,184544.97615260823
11504,83,97,124426.58024146805
98961,89,110,196834.20869407704
34811,98,289,168723.28877172136
54206,52,175,116144.16244763751
22225,82,264,125162.51917556282
97732,60,311,165557.27511392062
24290,43,108,88637.2112863711
80660,45,361,119170.27176203737
7272,52,304,78665.08519910123
11141,32,140,62870.80378851729
69980,6,102,64985.15245243796
62167,26,189,98371.16929811171
29678,75,320,126431.9874316141
79697,65,172,172742.56313865993
6071,84,163,109553.67821952124
22120,40,32,86115.08525652207
96477,70,66,141862.20946505843
29133,85,63,127157.1399442714
8630,53,172,86760.5304006947
70763,7,71,81312.44750588792
84544,27,123,105957.82109588443
59863,63,177,123457.0474618997
60308,32,232,101856.48708440337
24954,76,120,132713.08129723417
85211,37,327,113683.03563458423
67787,72,35,133813.72448164906
6619,75,335,109431.78108769486
83421,15,198,89498.1337110668
72740,12,6,63316.02364561666
82230,24,268,112974.6416439318
45342,66,226,125707.54513698004
14373,47,132,70994.67363532474
16448,96,34,132231.99448672892
54949,79,35,135085.7235441372
36210,90,199,146775.7733543299
30410,74,360,140619.98801495117
70047,11,353,62666.50367776712
34028,14,237,69223.29048286202
73300,44,7,105948.86159210643
48369,8,29,42859.52727331673
69735,77,251,157587.76216876812
16467,23,179,53586.71835511845
13199,42,263,71123.285625682
32095,26,120,70503.17899388162
44007,5,18,34945.82761473119
52711,57,212,109428.15184118453
18617,25,351,66105.48252867974
33304,11,276,55174.93378652069
73865,11,279,88941.64775656538
60221,90,214,179117.88921817925
82099,81,314,190019.41788379927
76120,27,303,103045.13098660302
79341,64,22,138422.07845108584
95800,90,169,185595.01559326227
79625,94,335,194241.0227734775
18639,22,13,49601.67890981457
29685,75,267,149196.45081304575
70416,70,212,144526.9545227168
65356,57,283,120836.31379204839
16110,23,303,29115.398732454258
57762,68,18,127099.66250086472
26128,18,348,64220.22506349919
19684,29,130,60817.40223708794
56155,37,12,79573.09722851183
29419,52,4,83707.93091281799
6527,43,202,71558.20896524009
20220,88,297,127860.7568878856
28702,9,272,47267.12772855464
32757,25,161,77771.97196699768
51664,63,59,106047.77368444337
83621,81,239,174284.00126691037
20205,18,255,58665.59373059597
65207,67,215,150700.6779141035
25994,58,334,100647.85887702442
91170,84,28,178542.68911018924
35569,49,363,103037.6593240051
11626,54,252,90800.202442735
8964,45,97,53642.08910891536
52377,96,176,153637.80696315216
23058,5,344,35665.086611704166
96302,6,13,86228.26466376625
40160,76,186,137458.78788687853
21262,17,2,52783.621629426954
99501,23,349,106073.38664158285
15884,55,346,95637.42468952916
9433,6,262,27324.544677999267
88747,99,341,197671.47917674697
81227,14,175,77928.2917516789
36063,73,200,112141.2485889678
38484,91,251,151627.68598096474
91780,34,175,134894.02939740574
95196,69,327,174082.5031886515
41536,48,75,103441.43566858751
35084,46,299,96468.7115791322
29802,7,96,32795.9210558926
62012,34,339,106674.15965302337
25614,41,191,80198.73269613313
75569,32,51,83076.69729304923
74922,55,85,122229.71979008132
82686,89,202,166645.13944265858
13157,17,259,54995.10952562683
53742,44,105,108732.33110322886
12675,30,174,65663.96132397324
31228,34,241,67114.30966882003
23251,28,95,55836.63120363125
28349,42,166,77589.23996187057
54178,73,103,140909.85528385703
86362,20,129,93632.13119847269
79660,59,85,143009.98183056802
11588,53,270,77674.46274074148
98570,84,236,195572.7716704161
92687,56,38,153863.99848521245
68196,53,292,160879.71717315866
37400,68,125,123124.60162122113
18536,52,244,84783.22922604991
7700,78,94,131827.09842381615
96610,86,213,206741.09097642818
79345,42,37,115989.10870243928
20115,21,86,75874.38522160584
57929,45,188,125148.85516241622
50513,58,159,132283.868232018
89607,44,302,148405.65149662015
43100,35,131,69446.62662957702
93726,94,308,199614.509425608
26440,30,245,74616.7584674506
96616,80,82,184171.59347286154
37947,22,96,57317.56251108618
78532,39,250,115686.51210207597
85398,79,148,172857.20374784493
64413,60,285,114963.09191872677
28104,34,16,52171.3296551439
87841,49,100,129010.75236635841
40860,79,56,125813.85798098696
67184,56,257,150950.79277053173
76063,72,357,178882.02503215158
18727,59,347,92246.88907649081
94385,14,338,92488.91573196492
7719,58,285,98331.86820398323
17924,38,328,91257.47081507866
14215,67,88,103663.53415793613
95124,35,138,102975.57091894344
95826,68,231,165020.7565294569
65494,54,252,128062.26109550537
53009,32,220,100673.31597177268
90545,41,308,148334.4685087314
36912,36,67,81468.63146005273
6144,85,241,109541.4488923228
42302,39,23,83570.6026907013
85171,61,155,139009.21777627483
58720,65,42,131794.44799696337
71542,89,24,159098.19189712894
82026,36,319,119102.9216031649
32044,12,363,62161.297041370606
77635,84,8,165066.51405166843
94036,39,273,144460.3159641167
5537,27,33,32748.942605615106
81552,90,10,157425.3124936812
40453,99,229,166350.8064439123
6980,97,139,127776.12181092918
76442,42,51,112051.7656988413
38307,23,114,62291.99037291576
93966,58,328,170493.58648639385
49844,49,157,100574.80343634391
33629,40,84,80050.75568947791
32775,53,290,90003.2758693556
45029,64,360,116456.99085099694
66860,60,118,135859.85076445356
69783,77,136,148526.24417346495
46988,68,257,135360.75852849518
60452,66,283,144341.74937848956
5051,63,207,85479.9453984361
29818,5,177,36239.93169300916
6686,85,276,120585.2373254101
24205,94,222,152503.0676626049
93483,81,47,165795.29294259317
13096,9,278,45874.92496349891
79152,23,22,79117.19207479674
48087,62,195,117607.93708569791
13545,61,126,88369.06724930914
13484,46,335,83140.28392889495
71252,77,242,154653.48043964518
28667,10,77,38706.015090088855
99736,89,79,181938.55518945574
75111,26,312,107478.8191396678
91492,57,22,159097.2837620612
81206,61,204,147050.3342850044
20637,55,112,81946.54400989594
86882,9,81,72261.25419796011
97476,26,169,105822.9005769475
45747,11,50,57618.72220383631
64749,68,330,155540.09059059952
14491,61,237,94467.33696813289
58100,30,171,84655.90413639914
17631,29,169,67379.15721809988
92470,73,107,158657.41065577665
32182,36,242,86424.31496549978
13903,12,91,22704.183418711564
97722,13,8,92004.39497866145
62782,58,18,115506.56709484513
82261,96,350,194992.4635084434
82606,24,187,107236.40087778942
41109,72,153,136269.5453664718
86604,71,51,144176.47657823472
76086,48,129,108827.69612947083
65436,45,358,120788.29954574537
23167,46,210,105537.89489347741
30443,15,177,34239.16933293516
85224,97,141,204801.32748248932
55640,47,345,117245.57032634565
34548,90,320,140182.5080359556
82649,12,8,77593.81635169542
67358,50,147,126967.76841785738
92825,38,62,103760.75284263307
23160,99,309,150793.27440181348
51205,72,113,132484.9378765024
67280,19,361,115003.93195984069
89845,22,361,115082.51320932794
41852,15,3,56512.277942129804
50021,95,29,161943.19663279442
11195,23,80,40394.71529492218
71547,77,62,163462.86760829348
29286,29,85,65603.0839335232
38581,26,238,67659.37019981619
82674,91,171,195735.18464058865
31719,66,270,136948.76630044018
53450,41,280,100543.12066407765
25028,14,222,51678.754210338215
21192,85,248,145695.3329275947
88636,56,289,142163.17886049335
76812,81,342,177868.07878000117
32551,72,62,131568.8503570406
77364,32,62,103625.80553210645
69311,34,14,102897.69976752243
66444,50,96,126388.1269731256
38124,44,62,90754.61085328704
18654,25,26,38087.93417710959
5203,19,253,36502.53604323772
25129,7,5,22138.4040552453
77150,85,204,183073.53988627283
38264,83,29,141815.45905864314
17989,73,153,91853.48211519093
54214,12,80,44047.12357737354
72115,13,340,95286.59857434875
66678,94,75,145547.21186153142
